abn,charity_name,state,charity_size,conducted_activities,main_activity,operates_in_vic,staff_full_time,staff_part_time,staff_casual,staff_volunteers,government_grants,donations_and_bequests,all_other_revenue,total_revenue,other_income,total_gross_income,employee_expenses,interest_expenses,grants_and_donations_made_for_use_in_australia,grants_and_donations_made_for_use_outside_australia,all_other_expenses,total_expenses,net_surplus_deficit,Year,Valid_ABN,community_sector_main,vic_community_sector,cleaned_charitysize,correct_charitysize,VCOSS_charitysize,reported_income,income_variance,inaccurate_income_reported,reported_expenses,expenses_variance,inaccurate_expenses_reported,total_employees,employeeexpenses_per_employee,excessive_expenses,invalid_negative_values,total_grants_type,grants_income_prop,imbalanced_grants
94121409872,Pace E Bene Australia Inc.,VIC,Small,TRUE,Economic social community development,TRUE,0,0,5,5,0,8715,0,0,0,25440,1725,0,5500,0,8658,15883,9557,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,8715,16725,accurate,15883,0,accurate,10,172.5,not excessive,0,0,0,balanced
94121645145,Brainlink Services Ltd,VIC,Large,TRUE,Other health service delivery,TRUE,6,4,0,25,1439328,64389,44448,1548165,33696,1581861,745239,0,0,0,786735,1531974,49887,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,1581861,0,accurate,1531974,0,accurate,35,21292.542857142857,not excessive,0,1439328,0.9098953700736032,balanced
94133015040,Creativity Australia Limited,VIC,Medium,TRUE,Economic social community development,TRUE,4,1,1,100,1476,641139,109889,752504,0,752504,342291,0,0,0,456478,798769,-46265,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,752504,0,accurate,798769,0,accurate,106,3229.1603773584907,not excessive,0,1476,0.001961451367700371,balanced
94135164817,Keysborough Community Childrens Centre Incorporated,VIC,Large,TRUE,Social services,TRUE,6,16,28,0,699559,0,792440,1491999,0,1491999,1193823,0,0,0,214925,1408748,83251,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,1491999,0,accurate,1408748,0,accurate,50,23876.46,not excessive,0,699559,0.4688736386552538,balanced
94150642783,Defib Your Club For Life Limited,VIC,Small,TRUE,Social services,TRUE,1,0,0,5,0,1167,0,0,0,7502,0,0,0,0,0,0,7502,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,1167,6335,accurate,0,0,accurate,6,0,not excessive,0,0,0,balanced
94160383406,Bully Zero Australia Foundation,VIC,Large,TRUE,Mental health crisis intervention,TRUE,3,0,0,60,119000,67477,2690,1010029,823552,1012719,167853,0,0,0,455274,623127,389592,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,1012719,0,accurate,623127,0,accurate,63,2664.3333333333335,not excessive,0,119000,0.11750544820428964,balanced
94178943773,Northcote Rental Housing Co-Operative Ltd,VIC,Medium,TRUE,Housing activities,TRUE,1,1,1,20,0,0,544652,544652,0,544652,128390,0,0,0,330142,458532,86120,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,544652,0,accurate,458532,0,accurate,23,5582.173913043478,not excessive,0,0,0,balanced
94232874269,Life's Little Treasures Foundation Ltd,VIC,Medium,TRUE,Other health service delivery,TRUE,0,6,0,60,0,263227,217237,480464,7657,488121,230995,0,0,0,255730,486725,1396,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,488121,0,accurate,486725,0,accurate,66,3499.9242424242425,not excessive,0,0,0,balanced
94288195795,Nagambie Healthcare Incorporated,VIC,Large,TRUE,Aged care activities,TRUE,5,34,20,7,32584,62034,3751565,3846183,228514,4074697,2624705,0,0,0,863352,3488057,586640,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,4074697,0,accurate,3488057,0,accurate,66,39768.257575757576,not excessive,0,32584,0.007996668218520298,balanced
94314031069,Shepparton Retirement Villages Inc,VIC,Large,TRUE,Aged care activities,TRUE,50,280,50,170,17533037,205938,9359279,27098254,12724,27110978,15969512,0,0,0,8543116,24512628,2598350,2015,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,27110978,0,accurate,24512628,0,accurate,550,29035.476363636364,not excessive,0,17533037,0.6467135564050843,balanced
94337650696,Simpson & District Community Centre Inc,VIC,Small,TRUE,Economic social community development,TRUE,0,1,1,20,75183,3500,0,0,0,89693,49927,0,200,0,109923,160050,-70357,2015,Valid ABN,TRUE,TRUE,S,TRUE,Small,78683,11010,accurate,160050,0,accurate,22,2269.409090909091,not excessive,0,75183,0.8382259485132619,balanced
94392258995,Ocean Grove Surf Life Saving Club Inc,VIC,Medium,TRUE,Emergency relief,TRUE,0,1,0,150,18100,29347,384052,431499,0,431499,28342,0,0,0,271735,300077,131422,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,431499,0,accurate,300077,0,accurate,151,187.6953642384106,not excessive,0,18100,0.04194679477820343,balanced
94418826995,The Trustee For Ecumencial Housing Trust,VIC,Large,TRUE,Housing activities,TRUE,0,0,0,0,0,0,1274083,1274083,0,1274083,0,0,0,0,1692089,1692089,-418006,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,1274083,0,accurate,1692089,0,accurate,0,0,not excessive,0,0,0,balanced
94427759044,Mitcham Community House Inc,VIC,Medium,TRUE,Other education,TRUE,0,7,50,25,228734,690,194674,424098,0,424098,420655,0,0,0,0,420655,3443,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,424098,0,accurate,420655,0,accurate,82,5129.9390243902435,not excessive,0,228734,0.539342321821843,balanced
94440426277,Migrant Resource Centre North West Region Inc.,VIC,Large,TRUE,Economic social community development,TRUE,11,19,2,25,1802446,0,82235,1884681,75846,1960527,1314861,0,0,0,457908,1772769,187758,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,1960527,0,accurate,1772769,0,accurate,57,23067.736842105263,not excessive,0,1802446,0.9193681086769017,balanced
94449124614,Mary Beck Pre School Inc,VIC,Small,TRUE,Other education,TRUE,0,2,0,0,0,0,0,0,0,5083,0,0,0,0,25907,25907,-20824,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,5083,accurate,25907,0,accurate,2,0,not excessive,0,0,0,balanced
94490934508,CRESWICK RSL SUB-BRANCH PATRIOTIC FUND,VIC,small,TRUE,Social services,TRUE,0,0,0,5,8833,0,0,0,0,8958,0,0,0,0,9878,9878,-920,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,8833,125,accurate,9878,0,accurate,5,0,not excessive,0,8833,0.9860459924090199,balanced
94620927946,Glass St Kindergarten,VIC,Medium,TRUE,Other education,TRUE,1,3,0,15,139420,0,169277,308697,0,308697,183762,0,0,0,85151,268913,39784,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,308697,0,accurate,268913,0,accurate,19,9671.684210526315,not excessive,0,139420,0.4516402815706016,balanced
94626363306,St Catherine's Hostel Wangaratta Inc.,VIC,Large,TRUE,Aged care activities,TRUE,6,53,9,7,0,19862,4837951,4857813,30267,4888080,3190961,36524,0,0,1538542,4766027,122053,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,4888080,0,accurate,4766027,0,accurate,75,42546.14666666667,not excessive,0,0,0,balanced
94629272383,The Trustee For The Intrepid Foundation,VIC,Medium,TRUE,Economic social community development,TRUE,0,0,0,3,0,470126,0,470126,46474,516600,0,0,0,522144,0,522144,-5544,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,516600,0,accurate,522144,0,accurate,3,0,not excessive,0,0,0,balanced
94659624309,South West Local Learning & Employment Network Incorporated,VIC,Medium,TRUE,Other education,TRUE,1,3,1,20,391298,0,133018,524316,0,524316,288185,0,0,0,171076,459261,65055,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,524316,0,accurate,459261,0,accurate,25,11527.4,not excessive,0,391298,0.7463018485035742,balanced
94674628619,KARMAI COMMUNITY CHILDREN'S CENTRE INC,VIC,Large,TRUE,Other education,TRUE,4,26,8,25,37331,0,969532,1006863,3426,1010289,991518,0,175,0,118607,1110300,-100011,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,1010289,0,accurate,1110300,0,accurate,63,15738.380952380952,not excessive,0,37331,0.0369508130841769,balanced
94692075085,Albert Park Pre-School Centre,VIC,Medium,TRUE,Other education,TRUE,2,2,1,0,166474,70,169389,335933,16663,352596,300600,0,0,1137,52822,354559,-1963,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,352596,0,accurate,354559,0,accurate,5,60120,not excessive,0,166474,0.4721380843798568,balanced
94806293897,Refugee & Immigration Legal Centre Inc,VIC,Large,TRUE,Law legal services,TRUE,16,5,6,200,647849,157033,616624,1421506,29526,1451032,1616390,0,0,0,636395,2252785,-801753,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,1451032,0,accurate,2252785,0,accurate,227,7120.660792951542,not excessive,0,647849,0.4464746470098523,balanced
94885935447,Christians Helping In Primary Schools,VIC,Medium,TRUE,Social services,TRUE,1,1,13,400,317525,173398,38312,529235,8572,537807,325919,0,0,0,210980,536899,908,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,537807,0,accurate,536899,0,accurate,415,785.3469879518073,not excessive,0,317525,0.5904069675552754,balanced
94907516455,Balwyn Evergreen Centre,VIC,Medium,TRUE,Aged care activities,TRUE,2,10,0,200,240648,46843,383261,670752,0,670752,628406,0,0,0,232994,861400,-190648,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,670752,0,accurate,861400,0,accurate,212,2964.1792452830186,not excessive,0,240648,0.358773436381852,balanced
94976328100,Valid Victorian Advocacy League For Individuals With Disability_Inc,VIC,Medium,TRUE,Other health service delivery,TRUE,8,2,0,113,807240,6957,135997,950194,8246,958440,610669,116,0,0,311084,921753,36687,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,958440,0,accurate,921869,116,accurate,123,4964.788617886179,not excessive,0,807240,0.8422436459246275,balanced
95012916975,MILDURA RSL SUB-BRANCH PATRIOTIC FUND,VIC,medium,TRUE,Social services,TRUE,0,0,0,5,0,0,550000,550000,55000,605000,0,0,0,0,29849,29849,575151,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,605000,0,accurate,29849,0,accurate,5,0,not excessive,0,0,0,balanced
95022653791,Deakin University Student Association Inc,VIC,Large,TRUE,Other education,TRUE,33,26,9,229,0,0,14812780,14812780,0,14812780,3848024,0,335163,0,9915025,14098212,714568,2015,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,14812780,0,accurate,14098212,0,accurate,297,12956.309764309764,not excessive,0,0,0,balanced
95027347914,Chaffey Aged Care Incorporated,VIC,Large,TRUE,Aged care activities,TRUE,14,34,36,35,3923184,39495,2191138,6153817,0,6153817,4315450,0,0,0,1345961,5661411,492406,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,6153817,0,accurate,5661411,0,accurate,119,36264.28571428572,not excessive,0,3923184,0.6375204202529909,balanced
95058096060,The Trustee For St James Aid Fund,VIC,Small,TRUE,International activities,TRUE,0,0,0,10,0,10047,0,0,0,10052,0,0,4194,6253,0,10447,-395,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,10047,5,accurate,10447,0,accurate,10,0,not excessive,0,0,0,balanced
95065198172,Elevate 180 Inc,VIC,Medium,TRUE,Emergency relief,TRUE,1,2,8,50,0,83081,202507,285588,0,285588,135023,0,0,0,140134,275157,10431,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,285588,0,accurate,275157,0,accurate,61,2213.4918032786886,not excessive,0,0,0,balanced
95083038654,Blairlogie Living And Learning Inc,VIC,Large,TRUE,Social services,TRUE,25,17,26,6,2413549,134123,532517,3080189,20297,3100486,2359782,6975,0,0,806635,3173392,-72906,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,3100486,0,accurate,3173392,0,accurate,74,31888.945945945947,not excessive,0,2413549,0.7784421539074842,balanced
95108422715,Murray Hume Business Enterprise Centre Limited,VIC,Medium,TRUE,Economic social community development,TRUE,4,1,0,0,366688,0,315565,682253,3295,685548,380398,0,0,0,323399,703797,-18249,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,685548,0,accurate,703797,0,accurate,5,76079.6,not excessive,0,366688,0.5348830424711326,balanced
95142629463,Connecting Home Ltd,VIC,Large,TRUE,Social services,TRUE,3,7,1,1,976005,0,171513,1147518,32350,1179868,835832,6499,0,0,306977,1149308,30560,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,1179868,0,accurate,1149308,0,accurate,12,69652.66666666667,not excessive,0,976005,0.8272154173178694,balanced
95143353155,Nazareth Care,VIC,Large,TRUE,Aged care activities,TRUE,59,552,140,150,34249946,481362,14836371,49567679,0,49567679,33335859,242012,0,0,11350500,44928371,4639308,2015,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,49567679,0,accurate,44928371,0,accurate,901,36998.733629300776,not excessive,0,34249946,0.6909733659306501,balanced
95185481919,The Trustee For Mary Ward International Australia,VIC,Large,TRUE,Economic social community development,TRUE,0,0,0,0,0,1497251,0,1497251,51715,1548966,0,0,0,36645,80981,117626,1431340,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,1548966,0,accurate,117626,0,accurate,0,0,not excessive,0,0,0,balanced
95292438823,The Trustee For The Woodlands Fund,VIC,Small,TRUE,Emergency relief,TRUE,0,0,0,2,0,73462,0,0,0,81519,0,0,1840,10020,67664,79524,1995,2015,Valid ABN,TRUE,TRUE,S,TRUE,Small,73462,8057,accurate,79524,0,accurate,2,0,not excessive,0,0,0,balanced
95320922197,Generala Goppera Fonds Boy Scout Charity,VIC,Small,TRUE,Economic social community development,TRUE,0,0,0,4,0,2162,0,0,0,2162,0,0,1785,0,0,1785,377,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,2162,0,accurate,1785,0,accurate,4,0,not excessive,0,0,0,balanced
95338179361,Adass Israel Welfare Fund,VIC,Medium,TRUE,Emergency relief,TRUE,0,3,0,5,0,329781,0,329781,0,329781,0,0,0,0,0,0,329781,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,329781,0,accurate,0,0,accurate,8,0,not excessive,0,0,0,balanced
95426151625,Community Support Frankston Inc,VIC,Medium,TRUE,Emergency relief,TRUE,2,3,0,99,358730,18765,30000,407495,29390,436885,0,0,15777,0,413564,429341,7544,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,436885,0,accurate,429341,0,accurate,104,0,not excessive,0,358730,0.8211085297046133,balanced
95428365701,Chinese Community Social Services Centre Inc,VIC,Large,TRUE,Social services,TRUE,25,140,94,213,10708397,106480,2994146,13809023,39071,13848094,8468573,248771,0,0,2755983,11473327,2374767,2015,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,13848094,0,accurate,11473327,0,accurate,472,17941.89194915254,not excessive,0,10708397,0.7732758746438319,balanced
95432149545,St Peters Lutheran School,VIC,Medium,TRUE,Other education,TRUE,2,4,5,30,425587,2169,66929,494685,0,494685,414619,0,0,0,153748,568387,-73682,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,494685,0,accurate,568367,20,accurate,41,10112.658536585366,not excessive,0,425587,0.8603191930218219,balanced
95435758004,SEAFORD RSL SUB-BRANCH PATRIOTIC FUND,VIC,medium,TRUE,Social services,TRUE,0,0,0,5,0,38253,227272,265525,37130,302655,0,0,0,0,115042,115042,187613,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,302655,0,accurate,115042,0,accurate,5,0,not excessive,0,0,0,balanced
95469472963,Macedon Ranges Group of Bendigo Legacy,VIC,Small,TRUE,Aged care activities,TRUE,0,0,0,24,0,6583,0,0,0,21726,0,0,25942,0,6235,32177,-10451,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,6583,15143,accurate,32177,0,accurate,24,0,not excessive,0,0,0,balanced
95473757479,Oakleigh-Carnegie Rsl Sub-Branch Inc,VIC,Medium,TRUE,Economic social community development,TRUE,0,0,10,10,15960,1286,48000,593745,576499,641745,190012,0,11971,0,432468,634451,7294,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,641745,0,accurate,634451,0,accurate,20,9500.6,not excessive,0,15960,0.02486969123249889,balanced
95502461228,Kunyung Pre School Association,VIC,Medium,TRUE,Other education,TRUE,1,4,1,20,175929,0,96999,272928,0,272928,216728,0,0,0,72409,289137,-16209,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,272928,0,accurate,289137,0,accurate,26,8335.692307692309,not excessive,0,175929,0.6445985754484699,balanced
95505211826,Northern Support Services For People With Disabilities Inc,VIC,Large,TRUE,Social services,TRUE,47,28,26,3,5822515,0,757344,6579859,280575,6860434,4602834,0,0,0,2094315,6697149,163285,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,6860434,0,accurate,6697149,0,accurate,104,44258.019230769234,not excessive,0,5822515,0.8487094256719036,balanced
95527897647,Prom Country Aged Care Inc.,VIC,Large,TRUE,Aged care activities,TRUE,3,73,28,56,3193008,74095,1771573,5038676,0,5038676,3313111,0,0,0,2592034,5905145,-866469,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,5038676,0,accurate,5905145,0,accurate,160,20706.94375,not excessive,0,3193008,0.6336998052663041,balanced
95571309095,SOAR Youth Development Incorporated,VIC,Small,TRUE,Economic social community development,TRUE,0,0,0,7,0,451,0,0,0,452,0,0,0,0,0,0,452,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,451,1,accurate,0,0,accurate,7,0,not excessive,0,0,0,balanced
95607105738,Benwerrin Pre School Association Incorporated,VIC,Medium,TRUE,Other education,TRUE,0,7,0,14,183612,2110,150501,336223,3024,339247,238296,0,0,0,70138,308434,30813,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,339247,0,accurate,308434,0,accurate,21,11347.42857142857,not excessive,0,183612,0.5412339681706839,balanced
95614845521,The Knights Of The Southern Cross (Victoria) Inc,VIC,Medium,TRUE,Economic social community development,TRUE,0,1,0,1000,0,11216,0,11216,245919,257135,39768,0,91250,0,131029,262047,-4912,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,257135,0,accurate,262047,0,accurate,1001,39.72827172827173,not excessive,0,0,0,balanced
95622315611,The Trustee For Estate T W Williams,VIC,Small,TRUE,Other health service delivery,TRUE,0,0,0,0,0,0,0,0,0,12463,0,0,0,0,12463,12463,0,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,12463,accurate,12463,0,accurate,0,0,not excessive,0,0,0,balanced
95678345525,INGLEWOOD BRIDGEWATER RSL SUB BRANCH - WELFARE PATRIOTIC FUND NO B194,VIC,Small,TRUE,Social services,TRUE,0,0,0,5,0,282,0,0,0,282,0,0,0,0,2946,2946,-2664,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,282,0,accurate,2946,0,accurate,5,0,not excessive,0,0,0,balanced
95702434250,Disability Justice Australia Inc,VIC,Medium,TRUE,Civic advocacy activities,TRUE,0,6,0,10,278438,7052,13210,298700,0,298700,221052,0,0,0,79578,300630,-1930,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,298700,0,accurate,300630,0,accurate,16,13815.75,not excessive,0,278438,0.9321660528958822,balanced
95722374176,Skillsplus Ltd,VIC,Large,TRUE,Employment training,TRUE,70,36,1,0,8474577,0,589472,9064049,0,9064049,7468455,4091,0,0,3121141,10593687,-1529638,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,9064049,0,accurate,10593687,0,accurate,107,69798.64485981308,not excessive,0,8474577,0.9349659296855081,balanced
95809519312,Church Of The Nazarene Thornbury,VIC,Small,TRUE,Economic social community development,TRUE,0,0,0,10,0,38065,0,0,0,57462,0,0,15916,7156,27445,50517,6945,2015,Valid ABN,TRUE,TRUE,S,TRUE,Small,38065,19397,accurate,50517,0,accurate,10,0,not excessive,0,0,0,balanced
95990490478,St ARNAUD RSL SUB-BRANCH PATRIOTIC FUND,VIC,small,TRUE,Social services,TRUE,0,0,0,5,0,10000,0,0,0,11351,0,0,0,0,11596,11596,-244,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,10000,1351,accurate,11596,0,accurate,5,0,not excessive,0,0,0,balanced
96004505373,Lord Somers Camp And Power House,VIC,Large,TRUE,Economic social community development,TRUE,5,3,4,1200,0,512717,1591547,2104264,0,2104264,693659,2729,0,0,995224,1691612,412652,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,2104264,0,accurate,1691612,0,accurate,1212,572.3259075907591,not excessive,0,0,0,balanced
96004811116,Gdp Industries,VIC,Large,TRUE,Employment training,TRUE,51,23,2,0,0,0,2667433,2667433,1002244,3669677,1829926,0,0,0,1652040,3481966,187711,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,3669677,0,accurate,3481966,0,accurate,76,24077.973684210527,not excessive,0,0,0,balanced
96039945136,Dandenong Valley Job Support Inc,VIC,Large,TRUE,Employment training,TRUE,42,8,6,0,4566863,0,142078,4708941,30827,4739768,2877750,0,0,0,1653812,4531562,208206,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,4739768,0,accurate,4531562,0,accurate,56,51388.392857142855,not excessive,0,4566863,0.9635203663976802,balanced
96042841868,Ewing Kindergarten Incorporated,VIC,Medium,TRUE,Other education,TRUE,0,7,0,14,142074,9341,0,296292,144877,296292,231843,0,0,0,80909,312752,-16460,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,296292,0,accurate,312752,0,accurate,21,11040.142857142857,not excessive,0,142074,0.47950670284719127,balanced
96045094608,Resource Information Support And Education Centre Inc,VIC,Small,TRUE,Economic social community development,TRUE,0,0,1,100,22212,2084,0,0,0,38001,14804,0,0,0,16084,30888,7113,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,24296,13705,accurate,30888,0,accurate,101,146.5742574257426,not excessive,0,22212,0.5845109339227915,balanced
96060384735,Committee Of Management Irymple Kindergarten Inc,VIC,Medium,TRUE,Other education,TRUE,1,13,5,20,438565,23723,210131,672419,0,672419,489632,0,165,0,95563,585360,87059,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,672419,0,accurate,585360,0,accurate,39,12554.666666666666,not excessive,0,438565,0.6522198212721533,balanced
96060601998,Victoria College Limited,VIC,Small,TRUE,Other education,TRUE,6,0,0,0,0,0,0,0,0,17854,0,0,0,0,14885,14885,2969,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,17854,accurate,14885,0,accurate,6,0,not excessive,0,0,0,balanced
96086745796,Vital Youth Vic Inc,VIC,Small,TRUE,Social services,TRUE,0,0,0,3,0,0,0,0,0,1704,0,0,0,0,523,523,1181,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,1704,accurate,523,0,accurate,3,0,not excessive,0,0,0,balanced
96088097929,Doutta Galla Aged Services Limited,VIC,Large,TRUE,Aged care activities,TRUE,63,356,155,140,31384000,57000,12657000,44098000,1113000,45211000,29616000,510000,0,0,12531000,42657000,2554000,2015,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,45211000,0,accurate,42657000,0,accurate,714,41478.991596638654,not excessive,0,31384000,0.6941673486540886,balanced
96105736392,National Aerial Firefighting Centre,VIC,Large,TRUE,Emergency relief,TRUE,4,1,0,0,0,0,15574754,15574754,0,15574754,0,0,0,0,15394922,15394922,179832,2015,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,15574754,0,accurate,15394922,0,accurate,5,0,not excessive,0,0,0,balanced
96109416433,St Pauls Anglican Kindergarten Canterbury Inc,VIC,Medium,TRUE,Other education,TRUE,0,9,5,1,173000,0,283500,456500,0,456500,289300,0,0,0,139100,428400,28100,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,456500,0,accurate,428400,0,accurate,15,19286.666666666668,not excessive,0,173000,0.37897042716319823,balanced
96132728314,Intouch Community Inc,VIC,Small,TRUE,Other education,TRUE,0,0,0,7,0,13376,0,0,0,13376,0,0,0,0,12851,12851,525,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,13376,0,accurate,12851,0,accurate,7,0,not excessive,0,0,0,balanced
96134906933,Streat Limited,VIC,Large,TRUE,Employment training,TRUE,21,3,16,6,42917,1286599,2438327,3767843,71645,3839488,2083697,0,0,0,1438514,3522211,317277,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,3839488,0,accurate,3522211,0,accurate,46,45297.760869565216,not excessive,0,42917,0.011177792455660755,balanced
96161067492,Pollinate Group Ltd,VIC,Medium,TRUE,Economic social community development,TRUE,1,5,0,50,0,0,26224,351207,351207,377431,153097,0,0,138212,48064,339373,38058,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,377431,0,accurate,339373,0,accurate,56,2733.875,not excessive,0,0,0,balanced
96167074026,Bendigo-Filipino Foundation Inc,VIC,Small,TRUE,Emergency relief,TRUE,0,0,0,20,0,6031,0,0,0,9688,5800,0,0,25800,1,31601,-21913,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,6031,3657,accurate,31601,0,accurate,20,290,not excessive,0,0,0,balanced
96172874155,North Shepparton Community & Learning Centre Inc,VIC,Medium,TRUE,Economic social community development,TRUE,0,3,10,11,244845,338,66658,311841,16670,328511,247737,0,0,0,124958,372695,-44184,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,328511,0,accurate,372695,0,accurate,24,10322.375,not excessive,0,244845,0.7453175083939351,balanced
96206448228,Springvale Monash Legal Service Inc,VIC,Large,TRUE,Law legal services,TRUE,5,10,1,100,722800,0,544764,1267564,0,1267564,1095603,0,0,0,167329,1262932,4632,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,1267564,0,accurate,1262932,0,accurate,116,9444.853448275862,not excessive,0,722800,0.5702276176981991,balanced
96221218119,Westgate Health Co-Op Ltd,VIC,Large,TRUE,Other health service delivery,TRUE,5,25,2,0,0,1947,3239372,3241319,219873,3461192,2422788,0,0,0,811078,3233866,237326,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,3461192,0,accurate,3233866,0,accurate,32,75712.125,not excessive,0,0,0,balanced
96294706752,Clayton Rsl Sub-Branch Welfare Patriotic Fund No W118,VIC,Small,TRUE,Social services,TRUE,0,0,0,5,0,0,0,0,0,21,0,0,0,0,1718,1718,-1698,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,21,accurate,1718,0,accurate,5,0,not excessive,0,0,0,balanced
96314034879,Colac Legacy Club Inc,VIC,Small,TRUE,Aged care activities,TRUE,0,0,1,20,3300,18999,0,0,0,43498,2313,0,0,0,44202,46515,-3017,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,22299,21199,accurate,46515,0,accurate,21,110.14285714285714,not excessive,0,3300,0.07586555703710515,balanced
96340443904,Campus Crisis Centre Inc.,VIC,Small,TRUE,Mental health crisis intervention,TRUE,0,1,2,5,0,110931,0,0,0,114562,29106,0,54674,0,38382,122162,-7600,2015,Valid ABN,TRUE,TRUE,S,TRUE,Small,110931,3631,accurate,122162,0,accurate,8,3638.25,not excessive,0,0,0,balanced
96385775419,The Trustee For The Mekong Disability Employment And Mobility Trust,VIC,Small,TRUE,Other education,TRUE,0,0,0,15,0,1035,0,0,0,5334,0,0,0,1433,5000,6433,-1099,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,1035,4299,accurate,6433,0,accurate,15,0,not excessive,0,0,0,balanced
96407980991,Apollo Parkways Pre School Centre,VIC,Small,TRUE,Other education,TRUE,0,8,0,10,195,0,0,0,17663,5707,0,0,0,0,2067,2067,3640,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,17858,12151,accurate,2067,0,accurate,18,0,not excessive,0,195,0.03416856492027335,balanced
96412293140,Ashburton Baptist Community Services Inc,VIC,Small,TRUE,Social services,TRUE,0,0,0,12,0,18758,0,0,0,28258,0,0,17865,0,2792,20657,7601,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,18758,9500,accurate,20657,0,accurate,12,0,not excessive,0,0,0,balanced
